,Yelp URL,Rating,Date,Review Text,Name
5872,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,2,9/20/2010,"We had Bouchon Bakery for the first time in Napa a couple of years back. It won our heart that day with their baked goodies. However, yesterday we went to the Bouchon Restaurant with some out of town friends, hoping to continue with the great 1st impression, but sadly we were deeply disappointed. Their waffle and chicken dish was mediocre. Their coffee paled in comparision to most coffees out there. I am so embarrassed that I brought my friends there. :( On the upside, their ambiance was perfect! :)",bouchon-bakery-las-vegas-10
3654,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/20/2010,"As a newcomer to Charlotte, exploring can be an adventure, a hazard, and sometimes both. But every once in a while, you hit the jackpot. You walk into a place and as soon as you do, you think to yourself, there is some awesome shit going on here. And y'know? That gut instinct was right. First off - the decour in this place is a-mazing. Extremely eclectic, while being chic, hilarious, hipster and interesting at the same time. I don't know how many times I pointed at things that I just wanted to up and take home with me. STAFF: No complaints on my end, but I'm a pretty easy person to please. However, one person I was with was miffed to learn that they only used whole milk or soy to make lattes, no skim or inbetweensies. Another friend I was with is very specific in what she gets - coffee, iced, half cream/half 2%. Not only did they not have 2%, but using cream was 'against the rules', which I'm not even sure the meaning of on that one. I had no problems, though. FOOD: Breakfast sandwiches are absolutely incredible. Sausage, egg, tomato, gruyer on a croissant. Not to mention it's huge. It was all flaky, warm and delicious. Other breakfast sandwich experiences were the same from people in my party - all to die for. Picked up a couple of tarts, as well. The raspberry lemon tart is not only gorgeous, but absolutely delicious. Picked up another tart that was chocolate ganache with raspberry preserves, but it was a little too sweet for my taste. I got to sample the lemon tea cake as well, and though a little pricy, I would definitely pick up some for a tea party (being a huge tea aficionado in the first place). Coupled with the free wifi, and comfortable and plentiful seating, I'm definitely on the Amelie bandwagon. This is a great place to take anyone for coffee.... and other delicious things!",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
7735,https://www.yelp.com/biz/sweet-republic-scottsdale-2,4,9/20/2010,"How cute was this place! I had a scoop of Salted Butter Caramel and a scoop of their Coconut Sorbet. Both flavors were awesome. I met the owners and they were very helpful and genuinely hard working. Basil Lime Sorbet? Surprisingly after sampling it, the flavor worked. I love trying non-traditional, thinking outside of the box flavors, and this Artisan ice cream joint is definitely getting it right.",sweet-republic-scottsdale-2
13336,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,5,9/2/2021,"Vegas has a reputation for being up all night but try to grab a snack after 11 PM and you will be out of luck - EXCEPT for MILK which I walked for a mile down the Strip to try and was completely satisfied with the sweet treats I got for my me and my sweetheart. I was so focused on making sure my lover had her sweet-tooth satisfied that I walked away with the moonpies, shakes and cookies and forgot my change - the super honest cashiers hollered for me to come get it - hey it was change for a hundred, we are talking big Vegas bucks here. Honesty like that should net MILK six stars here but you will not go wrong snacking here.",milk-bar-las-vegas-las-vegas-3
18614,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,5,9/2/2021,"Delicious and creative. Friendly service. Wide variety of cupcakes, ice cream, edible cookie dough, and other treats. I had 2 cupcakes - cookie dough & toffee. Mouthwatering!",sinful-sweets-chocolate-company-pittsburgh
7257,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/2/2020,"Fantastic flavors and staff. I got a sundae with milk and cookies ice cream, topped with a roasted marshmallow topping and hot fudge. The waffle cone was delicious too! There are a huge variety of desserts to choose from. I will be back!",sweet-republic-scottsdale-2
15053,https://www.yelp.com/biz/scooptopia-phoenix,5,9/2/2020,I stumbled across this place and figured a sweet treat would be nice. The staff was very friendly. They welcomed us at the door and offered us samples and told us a little about what they serve. I tried the oatmeal and blueberry cheesecake and my boyfriend got the mango tango. They were all delicious! They have lots of unique flavors and a wide variety of treats. Prices were a little bit steep but to be expected as ice cream shops can be a little costly. I'd definitely like to go again and see what other seasonal flavors they'll have.,scooptopia-phoenix
6616,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/2/2020,Amazing! Seriously hands down best ice cream I've ever had. Never disappoints! And the owners and employees are so nice just makes you want to go back even more.,novel-ice-cream-phoenix
12480,https://www.yelp.com/biz/villanis-bakery-charlotte,5,9/2/2019,"Our 1st visit to Villani's Bakery was as excellent as multiple visits after. Variety of items assures you will find something yummy, no matter your preference. Customer service is shockingly consistent and always delightful. Italian Cream birthday cake for my husband was delightful to look at and eat, amazing! I've found non better in Charlotte! Thank You Villani's and Welcome to Plaza Midwood. Ron Wright",villanis-bakery-charlotte
14992,https://www.yelp.com/biz/scooptopia-phoenix,5,9/2/2019,"Great service, great people, great ice cream!!! The flavors they offer are so authentic, and they taste EXACTLY like the name of the ice cream.",scooptopia-phoenix
12453,https://www.yelp.com/biz/villanis-bakery-charlotte,5,9/2/2019,"Villani's Bakery is a gem of the neighborhood! A shocking variety of goods are baked daily, all in-house and made from scratch, by a small but talented staff. Some of my favorite items are the bialys (like bagels but better!), the almond croissant, and assortment of cheesecakes (it's incredible how many flavors of cheesecake are offered- they rotate almost daily). They also have great coffee, which is a must for me if I'm eating something sweet. In my opinion, the only thing that beats the baked goods is the exceptional customer service. I have never been disappointed by the incredible staff... they make it a special place! If you haven't tried this place before, it should absolutely be on your list.",villanis-bakery-charlotte
14976,https://www.yelp.com/biz/scooptopia-phoenix,5,9/2/2019,"Friendly staff and great location. This is a can't miss! The oatmeal cookie dough and red velvet ice creams were sinfully delicious. I opted for the Hula Hula. Once they gave me instructions on how to properly eat it, I must say best thing I've had all day.",scooptopia-phoenix
14000,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,3,9/2/2019,First time trying this place just walking by. It's good but I would say it's a little pricey. I would stil try it just to taste and know.,milk-bar-las-vegas-las-vegas-3
15589,https://www.yelp.com/biz/churn-phoenix-3,5,9/2/2019,The service was excellent. Walked in and was greeted immediately with kind welcoming people. Their ice cream flavors were unique and extremely tasteful. There was no limit to samples of ice cream (as far as I was aware). The menu can be a little intimidating but I recommend getting a scoop or two of an ice cream of your choice and then creating your own sundae with the wide variety of toppings they offer which range from being .50 or a $1 more. For it being my first time I will definitely be going back.,churn-phoenix-3
17886,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,5,9/2/2019,"Delicious ice cream!!! I had a scoop of coconut and birthday cake with rainbow sprinkles, of course! Service was great! They were quick and super patient even with a line out the door! Will be back soon!",ninety-s-milkshake-bar-charlotte
15028,https://www.yelp.com/biz/scooptopia-phoenix,4,9/2/2019,"I felt it fell short of 5 stars. The ice cream wasn't anything special. I had the chocolate overload and wasn't too impressed. My friend had a slushie and said it was good. They may have better flavors and other combinations but I felt it was ""ok"". The staff was friendly. Overall 3-4 stars.",scooptopia-phoenix
1777,https://www.yelp.com/biz/the-butterwood-bake-consortium-pittsburgh,4,9/2/2019,"Vegan dessert shop with high tea atmosphere. My friends shared some of their unique vegan pastries including a berry tart, a slice of cake, and a cupcake. I just had some tea. I had the apricot vanilla tea from Tazo. Service was friendly.",the-butterwood-bake-consortium-pittsburgh
2396,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5,9/2/2019,Handel's is so worth the wait. There's almost always a line and for good reason. The ice cream is so good and there's such a wide variety. I've never been disappointed.,handels-homemade-ice-cream-and-yogurt-las-vegas-3
11027,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,4,9/2/2018,"After driving by many times & seeing the long lines, we were very excited to see basically no long Sunday morning, well about noon over labor day weekend. We told the employee we'd never been before and she was super nice. She began pulling out mini little silver spoons and offering us samples. I ultimately went with the salted caramel & milkiest chocolate scoops. The texture was my favorite part, it's tough to describe. Very creamy and smooth. My fiance loved the gooey butter cake. For the two of us it was about $12. Pricey but a fun experience. We'll be back!",jenis-splendid-ice-creams-charlotte-2
14295,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,1,9/2/2018,"Didn't realize it was inside of the The casino we have to pay for Parking, walked a mile to get to the restaurant and of course Since was in this fancy hotel their prices were high so when I had purchased a piece of their birthday cake $14 for my birthday and it was dry as h***!!!! So disappointed",milk-bar-las-vegas-las-vegas-3
14297,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,1,9/2/2018,I don't know if everybody was in line to be trendy or new place but this place sucked the ice cream taste disgusting and they were overpriced not recommended,milk-bar-las-vegas-las-vegas-3
12539,https://www.yelp.com/biz/villanis-bakery-charlotte,5,9/2/2018,"The best thing that has moved into Midwood in years (and trust me, there is a lot going on here)! The people are awesome, the music is great, the coffee is strong, and the desserts are amazing. The chocolate cake, red velvet cake, napoleon, Boston creme cake, and their cheesecakes (all of them) are amazing. You cannot go wrong! They are open till 10pm so swing by for an after dinner treat. It will be amazing and fairly priced.",villanis-bakery-charlotte
3075,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,5,9/2/2018,"I came here because I wanted coffee. Brunch. Something sweet. Oh man, I loved it. The variety and options were unique and they all looked good. I had a hard time deciding what I wanted because I wanted all of it. I ended up choosing the half sandwich mushroom deauville, lavender cafe au lait, passion fruit macaron, and creme brÃ»lÃ©e. Cute cafe, wonderful selection. So good I went again the next day before heading back home!",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
6739,https://www.yelp.com/biz/novel-ice-cream-phoenix,5,9/2/2018,"I am hesitant to leave 5-star reviews for any place, because I feel as though if you set expectations too high, it may let down others who have different ideas of what 5-star-worthy should be. 4-stars still leaves room for others to be impressed. That said, I'm still giving this place 5-stars and here's why: They have 12 flavors of ice cream, all home made in small batches by a chef with 30 years experience. Two brothers own and run the shop and are very personable. Living in Phoenix, I'm accustomed to dealing with store employees who act like robots and would rather be doing something else. I was confused when everyone that works here was so out-going and friendly. Was I still in Phoenix? I like it! You can have cereal toppings on your home made ice cream, or you can have your ice cream inside of a donut! There are also cones and cups for your ice cream, as well as fresh waffles to sandwich the ice cream in-between! To be honest, I thought the neighborhood was shady, but that's just my old-age attitude. Once you find a place to park down the street, everyone is courteous and friendly. It draws the right crowd. There are several businesses all tucked in behind ThirdSpace (the business you will see from Grand Ave.) It's a very unique layout, with a tattoo shop, a bicycle shop, a smoke shop, a barbershop and Novel ice cream. Across the street is Grand Avenue Pizza and many places around here are open until 4am!!! The ice cream and toppings are fresh and delicious. A pair of brothers own and operate the place. This is what America is supposed to be about. People loving what they do, following their passion and their dreams. How can you NOT support a business like this? Before Ben & Jerry sold out to a major corporation, they used to be a small, family-owned business. I find more value and appreciation from small businesses than ANY corporations. Do yourself and these small business owners a favor and give them a try. You won't be disappointed!!!",novel-ice-cream-phoenix
18659,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,5,9/2/2018,"Samoa's cupcake was AMAZING!!! I'm a self-professed cupcake connoisseur and this place is a solid 9/10. Moist cake, delicious creamy frosting, and creative flavors!! The sugar cookie bonbon was fantastic too! Will definitely be back next time we're in Pittsburgh!",sinful-sweets-chocolate-company-pittsburgh
11031,https://www.yelp.com/biz/jenis-splendid-ice-creams-charlotte-2,5,9/2/2018,"I was so excited to come to this place! And I am so glad I did. The line was long but well worth it. I have visited Jeni's a few times and I just love the look and feel of this place. Although the customer service is not great, they are by no means rude. My favorite flavors are the gooey butter cake and the brown butter almond brittle. All of the other flavors are so delicious and creamy. The waffle cones are amazing! I am not a waffle cone person, but the smell of these freshly made waffle cones alone will make your mouth water. They have cute banners placed on the out side that make for a great photo spot too.",jenis-splendid-ice-creams-charlotte-2
4908,https://www.yelp.com/biz/bouchon-bakery-las-vegas-10,5,9/2/2017,Great place for amazing pastries and desserts. We passed by this place every morning on our way to the Strip but never went in until our last day in Vegas. Kind of a last minute decision to come in to check it out and we were glad that we did. Lots of tempting options at the counter. We would love to try every single thing available but we knew that we couldn't do it so we settled with a chocolate almond croissant and a strawberry lemonade macaron. Omg they were delicious. Some of the best desserts we had in Vegas. They were so yummy that we came back and bought some macarons and croissants to bring home. We would love to come back to this place again for more tempting sweets the next time we are in Vegas.,bouchon-bakery-las-vegas-10
18723,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,5,9/2/2017,This place is super cool! Their cupcakes are out of this world and they taste just as good as they look!! They have jars of edible cookie dough. I believe it's a pint for 5 bucks. I thought that was a great price. It even comes with a spoon! The owner was super nice and accommodating. He even offered to make things for us right away that were sold out. They have a great selection of treats that I couldn't find anywhere else in the area!,sinful-sweets-chocolate-company-pittsburgh
18077,https://www.yelp.com/biz/ninety-s-milkshake-bar-charlotte,5,9/2/2017,The bottom of the cereal bowl milkshakes and macaroon ice cream sandwiches are a must! The staff is very friendly as well.,ninety-s-milkshake-bar-charlotte
10491,https://www.yelp.com/biz/jack-frost-donuts-cleveland,5,9/2/2017,"Wow! Some of the best donuts we have ever put in our mouths. Fresh, delicious, amazing flavor and not overly sweet. They have a great variety of flavors from samoas, red velvet, maple bacon, s'mores, peanut butter to caramel apple. They definitely put some creative thought into their donuts. They did a great job on the renovation of the building it looks very nice and modern. And the owner Fred is a real gem! Keep up the great work Fred, you rock! Phenomenal!",jack-frost-donuts-cleveland
11982,https://www.yelp.com/biz/prestis-bakery-cleveland,5,9/2/2017,When you think of Italian bakery...your first thought should be this place! Probably the best pastries I have had in a very long time and the wait shows how much everyone loves this place too! We ordered the Stromboli and a slice of pizza along with many pastries to go. The service was friendly and quick. The food was delicious!!! I only wish we lived across the street and could go to this place almost everyday!! If in Little Italy this is a place I think everyone must try and take something home for later!,prestis-bakery-cleveland
15426,https://www.yelp.com/biz/churn-phoenix-3,5,9/2/2017,"One of the best ice cream places in the valley. My favorite is a pretzel cone with peanut butter ice cream and some salted Caramel. Their sundaes are really delicious and filling. The only downside to this place is their floats don't have enough ice cream and the soda always seems warm so it melts it too fast. The left over soda in the bottle, because it is warm, you don't really feel like drinking the rest of it.",churn-phoenix-3
12986,https://www.yelp.com/biz/ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2,4,9/2/2017,"The ice cream and chocolates here put the Vegas Buffet Desert fare to shame. Ghirardelli is my all time favorite and a must stop. This location is no exception. Great customer service here and true to all Ghirardelli shops, they gave us a free chocolate to eat while we browsed the menu. Don't let the caloric number listed on the menu deter you. I actually took 1 star off because they put the nutritional info on the menu - way to ruin ice cream & chocolate bliss! Because the numbers listed for calories scared me, I ended up just getting one scoop of ice cream and a topping. But it was still delicious. Butterscotch. Mmm. Next time I'll just have lunch here and have the one with the brownie, whip cream, ice cream and cherry on top...",ghirardelli-ice-cream-and-chocolate-shop-las-vegas-2
3531,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/2/2017,Love this spot. It gets overcrowded from time to time but I love the atmosphere. Love the food and pastries.,am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
16967,https://www.yelp.com/biz/donut-bar-las-vegas,4,9/2/2017,"Loved my experience at the Donut Bar. When you walk in the door the smell of freshly baked donuts is incredible. The music is loud and the energy in the restaurant is a great day to get the day started. There was a wide selection of donuts. I chose the Homer Simpson. It was perfectly baked with a nice pink rich strawberry frosting and sprinkles. I also ordered a large coffee, however I was not impressed. It was self serve for coffee with various blends. There was no dark roast to chose from. Seating inside is limited, but there were amble seats available outside with plenty of shaded options. I'll definitely be back!",donut-bar-las-vegas
15917,https://www.yelp.com/biz/churn-phoenix-3,5,9/2/2017,"This is the second time I've been to churn, this time on a first date. He loves strawberry ice cream so we decided on sharing the strawberry shortcake ice cream, and he got some candy-which they also have a lot of-for his two kids at home. I forgot that this place is known for its highly enthusiastic staff who were very amusing and entertaining. Since it was packed at 9 pm on a Saturday night with all outdoor seating taken, we had it in his car, which he was gonna go get it washed and cleaned anyway. The cake itself was a bit hard to cut into pieces with a spoon without two hands holding the container or having it sit on our knees. Would've been better with a fork, but it was good anyway. Great place to bring a date. And good made from scratch ice cream they make in store.",churn-phoenix-3
17338,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/2/2016,"Unbelievably delicious and unique. I've been to VooDoo donut and this place tops it in deliciousness. Not only that, but the staff and owner were so friendly and welcoming!!",donut-bar-las-vegas
18745,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,4,9/2/2016,"I got the lemon strawberry cupcakes. The cake was so fluffy and the frosting so tasty. Would def come back. The shop smelled like bacon, which was fun.",sinful-sweets-chocolate-company-pittsburgh
10145,https://www.yelp.com/biz/melt-phoenix,5,9/2/2016,This place is so cute and the ice cream is amazing!!! Not only does it offer a nice range of creative favors but it comes in a super cute Chinese take out box! If you're in the downtown area definitely check this little place out!,melt-phoenix
8399,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,5,9/2/2016,Red velvet cupcake ice cream on a cone was the best! I didn't know but there's cupcake batter at the bottom of the cone. The staff there was also incredibly nice and considerate of my friends and me because we had just come out of the Linq Ferris wheel for happy hour. Would definitely come here again if I'm in Vegas again!,sprinkles-las-vegas-las-vegas
17211,https://www.yelp.com/biz/donut-bar-las-vegas,5,9/2/2016,"Are you kidding me??? Buy 6, take a dozen. Ok, done!!!! Every single option of doughnut was to good to be true. From the PB & J to that apple fritter. These people got it going on. Hats off to the pastry chef. The downfall is you have to get there early or you won't get very many options to choose from.",donut-bar-las-vegas
11836,https://www.yelp.com/biz/prestis-bakery-cleveland,5,9/2/2016,"Cafe mocha and coconut lemon cake. Nothing like a sweet snack before supper. And,cookies to go.",prestis-bakery-cleveland
11656,https://www.yelp.com/biz/mitchells-homemade-ice-cream-cleveland-cleveland-2,5,9/2/2016,"Truly one of the best, if not the best, ice cream I've ever had. 11am and we were walking around Ohio City and knew we had to try it. Never too early for ice cream. It was worth it no matter what time of day. Amazing flavor selections; amazing quality; amazing service; and all in the most amazing atmosphere. This is a can't miss experience for anyone local or visiting - perfect for the whole family or a nice end to a date night. I had peanut butter chocolate pretzel yogurt; my wife had smores ice cream, and my dad had blueberry pie crumble (which ended up as my fav). My mom had pecan something. All were amazing!!!",mitchells-homemade-ice-cream-cleveland-cleveland-2
15899,https://www.yelp.com/biz/churn-phoenix-3,5,9/2/2015,"So, I probably don't have to tell you the ice cream is great, as all the other reviews say that already. I was hoping for a snickerdoodle cookie but it looks like they didn't have any that day. I did the ""that's the way the cookie crumbles"" (clever) freezie (? I could be all wrong with these new words.) I subbed the vanilla ice cream for mint and cookies, and boy was it delightful. Somewhat expensive, but if you buy ice cream out you should expect it to be pricey at this point in time, sadly. However there was plenty there, enough to share, or in my case save and hoard to eat at a later time. It's very rich ice cream, so I only need a little at a time, even if I want to eat more! Definitely recommend if you're in the area, or even if you're not it's worth the trip.",churn-phoenix-3
15720,https://www.yelp.com/biz/churn-phoenix-3,5,9/2/2015,"This is a excellent ice cream place. They have a variety of treats ice cream, smoothies and candy. I ordered the daily grind which consists of coffee, Oreo and some homemade chocolate chips. All the ingredients favor each other so well that make a great ice cream. Staff are working hard and making smiles. Went to the back patio and there is a very nice presentable setting to it. Hope to return to Churn really soon. :)",churn-phoenix-3
15488,https://www.yelp.com/biz/churn-phoenix-3,3,9/2/2014,"It's a very cute space. Like a vintage candy store and ice cream parlor equipped with nostalgic candy and toys, ice cream, and other delicious-looking confections. The whimsical designs and fonts made it welcoming. The shop is much smaller than I imagined and even more so when it's busy. The line moved quickly, but you barely have time to put your wallet away before they're ringing up the next customer. Then you have to figure out where to eat your ice cream as it's quickly melting. There aren't any tables and barely any room to stand in the shop. I believe there are tables in the back, but I wasn't looking to venture in that particularly hot afternoon. There were ten flavors available (Dulce Le Leche, Double Chocolate, Chocolate Sorbet, Strawberry, Toasted Coconut, Vietnamese Coffee, Butter Pecan, Chocolate Mint, Hangover Helper, and Sweet Cream), but unfortunately none of the flavors I wanted to try. It did make my decision very easy as I chose a scoop of Toasted Coconut on a waffle cone. Ruben went with Double Chocolate on a pretzel cone. The ice creams were creamy and flavorful. I really liked the vast amount of toasted coconut flakes in my ice cream. The cones were also delicious. I was very intrigued by the Fruit Loopy Treats and other cookies available for ice cream sandwiches. I had to take one of the large Coconut Macaroon cookies with me -- I didn't end up enjoying the cookie, which was rather disappointing. Service was pleasant. Everything made for a relatively enjoyable experience, but nothing stood out as amazing. I can't say it was the best ice cream I've ever had, although, I may have felt differently had there been more exciting flavors available like their Whiskey Toffee Almond, Lemon Buttermilk Sherbet, or Coconut Latte. I also think my experience could have been improved had they spent more than five minutes with me. I had no idea you could have toasted fluff on top of your ice cream! My bad for not monopolizing more of their time. FYI: Sugar cones and cake cones are free with your ice cream, waffle cones are an additional 50 cents, and pretzel cones are an additional $1. There's also a cold water dispenser and plastic cups available next to the register.",churn-phoenix-3
8570,https://www.yelp.com/biz/sprinkles-las-vegas-las-vegas,3,9/2/2014,"Yummy flavor and the red velvet cone was really good. We had the red velvet ice cream with a red velvet cone. Service was good until we found out our ice cream had a long piece of black hair in it. We told them right away and they just chuckled and quickly made us a new one. Didn't apologize for anything but just handed us the ice cream. I'm not looking for an apology I just want them to be aware that there was a piece of hair in it but instead they just laughed about it, I find that a lite rude",sprinkles-las-vegas-las-vegas
1140,https://www.yelp.com/biz/carlos-bakery-las-vegas-3,4,9/2/2014,I was so excited to try the deserts from here after watching there shows so many times.... they did have a lot of options and yes there was a huge line so my rating is mostly on everything the pastries were really good I only got the lobster tail and chocolate cupcake which when I got home I wanted more to bad I live around 700miles away hahaha well anyways I lowered a star because they have BAD service the girl employees are so slow!!! I mean there's a huge line and there's only 3 girls helping with the order and than yhey stop to have a full conversation with each other!!! Like really do u not see the line !!! But besides there bad customer service the deserts are really good,carlos-bakery-las-vegas-3
3771,https://www.yelp.com/biz/am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11,4,9/2/2014,"Lived up to the hype! Me: Salted caramel brownie-yeah, just do it. Unreal. Roasted veggie salad-nice side salad with fresh roasted veggies and a delicious feta dressing. My body needed greens and it hit the spot. Half Mushroom Tartine-Favorite thing I ate. Delicious mushrooms covered in melted cheese on crusty buttered bread. Husband had a roast beef and cheese sandwich on a croissant. It was absolutely delicious and the croissant was perfectly flaky and buttery. We will return. What a great little spot!!",am%C3%A9lies-french-bakery-and-caf%C3%A9-charlotte-11
7449,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/2/2014,"TO DIE FOR! Let me tell you something. I'm not an ice cream person. I couldn't care less about ice cream, frozen yogurt or anything sweet and cold BUT this place's totally worth a visit. The place was packed (it was a Saturday night) and that's a good sign right there. I mean packed, line getting out of the door kind of packed. It's so good! Seriously, absolutely delicious ice cream! I tried the lime basil sherbet and it was so refreshing! The coconut sherbet was also very good. But, ultimately, I'm faithful to chocolate mint so that's what I got. The girl behind the counter asked if I had tried their chocolate chip mint ice cream before because it was ""different"" than your usual minty ice cream. I said I had never been there before so she offered a sample and WOW, she was right but right in a very positive way! This is the best ice cream I've ever had- HANDS DOWN! Made with real mint, absolutely and amazingly tasty and refreshing. Remember I'm not an ice cream person but that ice cream was heavenly delicious.",sweet-republic-scottsdale-2
12179,https://www.yelp.com/biz/prestis-bakery-cleveland,5,9/2/2013,"I love it here! It's in the middle of Little Italy. Their pizza by the slice is a great ratio of cheese to crust -- minimal topping, some sauce and a good crust. The cannoli was crisp and the filling was the perfect amount of sweet ricotta cheese. Don't forget to try a chocolate mousse!",prestis-bakery-cleveland
10144,https://www.yelp.com/biz/melt-phoenix,5,9/2/2013,"There seems to be a curse on whichever establishment opens up in this old house, but Melt is a parlor that needs to stay. I have my booze, coffee, and food options already taken care of on this road, so an ice cream shoppe is refreshing! Tried the watermelon and cucumber sorbets. None of that fake crap like high fructose corn syrup or artificial flavor...it was all so fresh, you'd think they farmed the fruit that day. The price is reasonable, the quality outstanding, and you get to snack on a fortune cookie at the end. I have no regrets.",melt-phoenix
7555,https://www.yelp.com/biz/sweet-republic-scottsdale-2,5,9/2/2013,"Sweet Republic is seriously amazing. I have high standards for frozen dairy treats, and Sweet Republic is waaayy up there! I was drawn to this place after learning about their unique artisan ice cream flavors: Blue Cheese Honey, Sweet Corn, Real Mint, Maple Pecan ... plus housemade marshmallows - YUM! I was finally able to convince my hubby to make the pilgrimage because they are (incredibly) open until 11pm on Fridays and Saturdays, which makes it the perfect late night date spot :) The shop is supercute, decor is contemporary and cheerful, with unique lighting fixtures. The tables are lined up along a banquette on the side of the restaurant - again, very date friendly! You can cozy up with your significant other while savoring some yummy icecreamy goodness. They have a stack of board games at the back of the restaurant, which I thought was a nice touch as well - how fun to get some delicious icecream while playing Connect Four with a friend? The menu is excellent: from the icecreams themselves to the sundae options and awesome toppings, you really can't go wrong. I went in expecting to order the Campfire S'More Sundae, but made a rogue move at the last moment and switched over to the Pecan Turtle Sundae in a waffle cup... omgoodness, so, so GREAT. Before settling on my sundae, I did get a quick sample of the Plum Verbena icecream and wow - light, refreshing, and unique - definitely a good pick if you're in the mood for a scoop or two. Now, back to the Pecan Turtle Sundae: I've had lots of Turtle Sundaes and this one was just head and shoulders above anything else I've ever tasted. I seriously dreamed about it from the time I left Sweet Republic until the following weekend, when we returned so that I could have it again (and share it with my Grandmother, who is a fellow appreciator of a good frozen treat!) The sundae is topped with hot fudge and salted caramel sauce, fresh whipped cream, and pecans that are toasted/transformed into little nuggets of greatness. The waffle bowl was the crowning glory: sweet, crispy, crunchy and delicious - be sure to get one :) My husband ordered the Cookie Mintifesto and he loved it, although I wasn't a huge fan of the ""real"" mint - I prefer fake mint, I guess :) It was pretty ""brisk"" and not very sweet. My son tried the Honey Blue Cheese on our second visit and was smacking his lips and ""mmm-mmm""ing the whole time. Service was alright - the sundaes take a bit of time to make and when they're busy, the employees seem stressed. I can't recommend Sweet Republic enough as a must-try destination in itself, but it will also become an ""anytime"" place that you'll find yourself headed to every opportunity you have.",sweet-republic-scottsdale-2
12645,https://www.yelp.com/biz/batch-bakehouse-madison,5,9/2/2011,Don't forget to bring your cash. My grandmother used to make cinnamon rolls and their morning bun are a good substitute. They are chewy and huge and the topping is amazing. I am going to be frequenting this place all the time!,batch-bakehouse-madison
7906,https://www.yelp.com/biz/sweet-republic-scottsdale-2,2,9/2/2011,"There's a lot of hype about this place, and as far as I can tell, a lot of it is undeserved. Maybe it's just that Phoenix has such a lack of locavore / foodie joints that people are so enthusiastic about its arrival, but the ice cream is decent at best. Definitely better than Coldstone and the like, but compared to the other ice creameries it aspires to, the ice cream is just not there. The flavors are REALLY one-dimensional: everything takes like a sweet cream base with maple / mint / chocolate / whatever else mixed in.",sweet-republic-scottsdale-2
14805,https://www.yelp.com/biz/jarlings-custard-cup-champaign-4,5,9/2/2009,I've never had frozen custard until I lived in Champaign. Let me just say that this stuff is amazing!! Prior to this I was a huge fan of Dairy Queen. Jarling's Custard Cup has changed me forever and I miss it greatly now that I'm back in Virginia. I'll never look at DQ the same way again.,jarlings-custard-cup-champaign-4
12863,https://www.yelp.com/biz/chocolate-shoppe-ice-cream-madison-2,4,9/2/2008,"They could use a line system. The ice cream was delicious! I had the mint avalanche or something like that ice cream. Not mint chip, the other mint ice cream. It had andes, thin mints and chocolate crushed into it, and it was very delicious! Perfect for a hot summer night.",chocolate-shoppe-ice-cream-madison-2
13276,https://www.yelp.com/biz/milk-bar-las-vegas-las-vegas-3,4,9/19/2021,"Split review from 2 separate visits. First time here tried the bdsy cake and it was yummy crack pie was a sliver of stale tasting diabetes lol, and the cookie wasn't fresh. I was a little disappointed since I actually own their cookbook and have made items. It was overpriced for that experience. Now that I think about it I went during the beginning of the week which may have gotten me the previous weekends batch. Went there 2 days ago and it was delish! The fall apple cake was moist and packed with flavor. The cereal milk ice cream with the cornflake typing was delish and perfect for sharing because on its own a small cup is too sweet for 1 person. The funnel cake ice-cream was gross we had a sample. Yuck. Lol",milk-bar-las-vegas-las-vegas-3
