Scientific_Name,Plant_Name,Coverage,Bamboo,Bulb,Grass,Groundcover,Perennial,Palm,Shrub,Succulent,Tree,Vine,Native,Genetic_Concerns,Potentially_Invasive
"Phlomis Cretica","Cretan Phlomis",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Fruticosa","Jerusalem Sage",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Italica","Phlomis (Italica)",24,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Lanata","Phlomis (Lanata)",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Purpurea","Purple Jerusalem Sage",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Russeliana","Phlomis (Russeliana)",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Samia","Greek Jerusalem Sage",3,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phlomis Spectabilis","Kashmir Sage",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phoenix Dactylifera","Date Palm",500,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
"Phoenix Roebelenii","Pigmy Date Palm",28,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
"Phormium 'Alison Blackman'","New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Amazing Red'","Amazing Red New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Anna's Red'","Anna's Red New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Apricot Queen'","New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Atropurpurea'","Purple New Zealand Flax",38,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Black Adder'","Black New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Black Rage'","Black Rage New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Bobby Dazzler'","New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Bronze Baby'","New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Carousel'","Carousel New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Coordination '","Coordination New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Dark Delight Seedling'","New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Dark Delight'","Red New Zealand Flax",24,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Dazzler'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Duet'","Duet New Zealand Flax",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Dusky Chief'","New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Dusky Maiden'","New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Dwarf Burgundy'","New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Ed Carman'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Electric Black Light'",Pp21462,10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Evening Glow'","New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Firebird'","New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Fit01'","Black Adder Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Flamingo'","New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Gold Sword'","Gold Sword New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Golden Ray'","Golden Ray New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Green Glow'","Green Glow New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Guardsman'","Guardsman New Zealand Flax",38,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Jack Spratt'","New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Jester'","Jester/Redheart New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Jubilee'","Jubilee New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Maori Chief'","New Zealand Flax",28,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Maori Maiden'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Maori Queen'","New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Maori Sunrise'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Margaret Jones'","New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Mat's Merlot'","Mat's Merlot New Zealand Flax",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Monrovia Red'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Pancho's Sport'","Pancho's Sport New Zealand Flax",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Pink Mist'","Pink New Zealand Flax",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Pink Panther'","Pink Panther New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Pink Stripe'","New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Platt's Black'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rainbow Chief'","Rainbow Chief New Zealand Flax",24,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rainbow Maiden'","Rainbow Maiden New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rainbow Queen'","Rainbow Queen New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rainbow Sunrise'","Rainbow Sunrise New Zealand Flax",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rainbow Warrior'","Rainbow Warrior New Zealand Flax",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Red-Dark Green'","Lancer Series New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Red-Edge'","Lancer Series New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rosie Chameleon'","Rosie Chameleon New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Rubrum'","New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'sea Jade'","New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'shirazz'","Red Dwarf New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'sundowner'","New Zealand Flax",28,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'sunset'","New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'surfer'","New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Terracotta'","Lancer Terra Cotta New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Tiny Tiger'","Dwarf Variegated New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Tom Thumb'","New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Tony Tiger'","Dwarf Variegated New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Wildwood'","Berkeley Purple Flax",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Wings Of Gold'","Dwarf Variegated Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Yellow Queen'","New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium 'Yellow Wave'","New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum","Mountain Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Blondie'","Narrow-Leafed Variegated New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Chocolate Baby'","Chocolate Baby Montain Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Cream Delight'","Variegated New Zealand Flax",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Emerald Gem'","Dwarf Green New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Flamingo'","Flamingo Mountain Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Greenlee Selection'","Mountain Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Cookianum 'Tricolor'","New Zealand Flax",10,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Hybrids",Flax,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax","New Zealand Flax",38,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Atropurpureum Compactum'","Bronze New Zealand Flax",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Atropurpureum'","Bronze Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Jack Spratt'","Jack Spratt New Zealand Flax",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Merlot'",Pp14228,13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Radiance'","New Zealand Flax",20,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Rubrum'","Red New Zealand Flax",38,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Tiny Tiger'","Dwarf Variegated New Zealand Flax",7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Variegatum'","New Zealand Flax",16,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phormium Tenax 'Wings Of Gold'","Wings Of Gold New Zealand Flax",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Phyla Nodiflora ","Cape Weed (No Sod Form Of Kurapia Allowed) ",2,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
"Phylica Arborea","Island Cape Myrtle",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Phyllostachys Spp.","Bamboo (Phyllostachys)",254,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Physocarpus Capitatus",Ninebark,28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Physocarpus Opulifolius","Common Nine Bark",44,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Pinus Attenuata","Knobcone Pine",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Pinus Mugo","Mugo Pine",104,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Pinus Ponderosa","Ponderosa Pine",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Pinus Sabiniana","Foothill Pine",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Pinus Torreyana","Torrey Pine",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Pistacia Chinensis 'Keith Davey'","Keith Davey Chinese Pistache",500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Pistacia Lentiscus","Mastic Tree",79,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Pistacia Mexicana","Texas Pistache",28,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Pistacia Mexicana (P. Texensis, Texana)","Texas Pistache",177,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Pistacia Vera (Edible)",Pistachio,500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Pittosporum Tobira","Mock Orange",87,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Pittosporum Tobira 'Wheeler's Dwarf'","Dwarf Mock Orange",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Pittosporum Tobira And Cvs.","Mock Orange",79,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Plecostachys Serpyllifolia","Straw Flower",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Plumbago Auriculata","Cape Plumbago",64,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Poliomintha Longiflora","Mexican Oregano",3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Polygala X Dalmaisiana","Sweet Pea Shrub",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Polypodium Californicum","California Polypody",3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Polypodium Californicum 'sarah Lyman'","California Polypody",3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
"Portulacaria Afra","Elephant's Food",40,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Portulacaria Afra 'Aurea'","Yello Rainbow Bush",10,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Portulacaria Afra 'Cork Bark'","Corky Bark Elephant's Food",5,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Portulacaria Afra 'Medio-Picta'","Midstripe Rainbow Bush",2,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Portulacaria Afra 'Prostrate Form'","Dwarf Elephant's Food",20,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Portulacaria Afra 'skyscraper'","Narrow Elephant's Food",5,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Portulacaria Afra 'Variegata'","Rainbow Bush",20,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
"Primula Spp.","Primrose, Shooting Stars",1,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Prostanthera Denticulata","Mint Bush",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Prostanthera Ovalifolia","Mint Bush",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Prostanthera Phylicifolia","Spiked Mint Bush",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Prostanthera Rotundifolia","Round Leaf Mint Bush",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Prunus Andersonii","Desert Peach",16,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Prunus Caroliniana","Carolina Laurel Cherry (Shrub Form Only)",50,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Prunus Edible Apricot",Apricot,79,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Prunus Edible Nectarine",Nectarine,79,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Prunus Edible Peach",Peach,79,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Prunus Edible Plum",Plum,79,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Prunus Ilicifolia","Holly Leaf Cherry (Shrub Form Only)",177,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Prunus Ilicifolia  Lyonii","Catalina Cherry (Shrub Form Only)",79,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
"Prunus Ilicifolia Lyonii","Catalina Cherry",500,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes
"Prunus Mume","Japanese Apricot",79,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Pseudopanax Ferox","Fierce Lancewood",7,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Pseudotsuga Macrocarpa","Big Cone Spruce",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Pseudotsuga Menziesii","Douglas Fir",177,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Ptelea Crenulata","Western Hop Tree",87,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Punica Granatum",Pomegranate,79,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Punica Granatum 'Alhamra'","Dwarf Pomegranate",2,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Punica Granatum 'Chico'","Dwarf Pomegranate",13,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Punica Granatum 'Nana'","Dwarf Pomegranate",7,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Purshia Glandulosa","Desert Bitterbrush",28,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Purshia Stansburyana","Cliff Rose",7,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Purshia Tridentata","Antelope Bitterbrush",28,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Puya 'Ed Hummell'","Silver Puya",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Alpestris","Sapphire Tower",13,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Coerulea",Puya,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Coerulea Var. Coerulea","Silver Puya",5,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Coerulea Var. Violacea",Puya,7,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Laxa","Hay Stack Puya",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Mirabilis",Puya,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Sp. 'Machu Picchu Gray'",Puya,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Sp. 'Machu Picchu Green'",Puya,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Puya Spp.",Puya,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Pyracantha 'Cadvar'","Silver Linings¬ Pyracantha",7,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha 'Mohave'","Mohave Firethorn",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha 'Monelf'","Red Elfs¬ Pyracantha",3,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha 'Red Elf'","Red Elf Firethorn",3,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha 'silver Lining'","Silver Lining Firethorn",7,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha 'Teton'","Teton Firethorn",20,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Angustifolia 'Monon'","Yukon Belles¿ Pyracantha",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Angustifolia 'Yukon Belle'","Yukon Belle Narrow-Leaved Firethorn",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Coccinea 'Kasan'","Kasan Pyracantha",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Coccinea 'Lowboy'","Lowboy Firethorn",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Coccinea 'Rutgers'","Rutgers Pyracantha",16,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Fortuneana 'Graberi'","Graber's Pyracantha",64,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Koidzumii 'santa Cruz', 'santa Cruz Pro","Santa Cruz Firethorn",64,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Koidzumii 'Victory'","Victory Firethorn",38,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyracantha Spp. & Cvs.",Firethorn,0,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
"Pyrethropsis Hosmariense","Moroccan Daisy",3,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
"Pyrrosia Hastata","Forked Felt Fern",1,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Pyrrosia Lingua","Tongue Fern",5,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Pyrrosia Lingua 'Cristata'","Crested Tongue Fern",5,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Pyrrosia Lingua 'Eboshi'","Eboshi Tongue Fern",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Pyrrosia Lingua 'Ogon Nishiki'","Ogon Nishiki Tongue Fern",2,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Pyrrosia Spp.","Felt Fern",0,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
"Pyrus Betulifolia","Birchleaf Pear",314,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Quercus Agrifolia","Coast Live Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quercus Berberidifolia","California Scrub Oak (Shrub Form Only)",28,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Quercus Chrysolepis","Canyon Live Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quercus Douglasii","Blue Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quercus Dumosa","Nutall's Scrub Oak",113,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No
"Quercus Durata","Leather Oak",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Quercus Garryana","Oregon White Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quercus Kelloggii","California Black Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quercus Lobata","Valley Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quercus Suber","Cork Oak",500,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
"Quercus Turbinella","Shrub Live Oak",44,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Quercus Wislizeni","Interior Live Oak",500,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
"Quillaja Saponaria","Soapbark Tree",254,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Ranunculus Californicus","California Buttercup",1,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
"Ranunculus Cortusaefolius",Buttercup,7,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
"Ranunculus Repens","Creeping Buttercup",5,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
"Ranunculus Spp.","Persian Ranunculus",0,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
"Raoulia Australis","Golden Scabweed",1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Rhagodia Deltophylla",Rhagodia,28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhagodia Spinescens","Australian Saltbush",38,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhamnus Alaternus","Italian Buckthorn",50,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
"Rhamnus Californica 'Eve Case'",Coffeeberry,38,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Californica 'Leatherleaf'",Coffeeberry,38,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Californica 'Mound San Bruno'",Coffeeberry,123,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Californica 'seaview'","Seaview Coffeeberry",38,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Californicus",Coffeeberry,50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Croceus",Redberry,16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Croceus Ilicifolia","Hollyleaf Redberry",177,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhamnus Ilicifolia","Hollyleaf Redberry",71,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhaphiolepis 'Majestic Beauty'","Majestic Beauty",64,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Rhaphiolepis Indica","Indian Hawthorne",24,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhaphiolepis Umbellata","Yeddo Hawthorne",20,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhaphiolepis Umbellata 'Blue Muffin'","Blue Muffin Yedda Hawthorn",16,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhaphiolepis Umbellata 'Minor'","Dwarf Yeddo Hawthorn",5,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhaphiolepis Umbellata Cvs.","Rhaphiolepis Umbellata Cvs.",0,No,No,No,No,No,No,Yes,No,No,No,No,No,No
"Rhodophiala Bifida",Rhodophiala,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Rhus Aromatica","Skunk Bush",44,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Rhus Integrifolia","Lemonade Berry",33,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Rhus Lancea (Non-Fruiting 'Male' Variety Only)","African Sumac (Searsia Lancea)",177,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Rhus Ovata","Sugar Bush",38,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Rhus Trilobata",Squawbush,13,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
"Rhus Typhina","Staghorn Sumac (Shrub Form Only)",177,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
"Ribes Aureum","Golden Currant",16,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Californicum","Hillside Gooseberry",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Divaricatum","Spreading Gooseberry",7,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Malvaceum","Chaparral Currant",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Menziesii","Canyon Gooseberry",24,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Quercetorum","Yellow Gooseberry",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Roezlii","Sierra Gooseberry",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Sanguineum","Red Flowering Currant",57,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Speciosum","Fuchsia Flowering Gooseberry",50,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
"Ribes Viburnifolium","Evergreen Currant",33,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
"Robinia X Ambigua",Locust,500,No,No,No,No,No,No,No,No,Yes,No,No,No,No
"Rohdea Japonica",Rohdea,1,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"Romneya Coulteri","Matilija Poppy",28,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
"Romneya Trichocalyx","Hairy Matilija Poppy",28,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
"Rosa 'Cecile Brunner'","Cecile Brunner Rose",95,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Rosa Banksiae","Lady Banks Rose",78,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"Rosa Californica","California Wild Rose",20,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
